no	brand	chinese_name	english_name	item	effect	image
1771	BIOTHERM_碧兒泉	超輕盈UV防護隔離霜SPF50+ PA+++	UV Supra D-Tox(Bright-Cell)	防曬隔離,	防曬,清爽,不黏膩,	https://pic.pimg.tw/styleme/1448439755-3172956297.jpg
1774	BIOTHERM_碧兒泉	男仕活泉多水保濕凝膠	Homme Aquapower Ultra	男仕臉部保養,	保濕,滋潤,清爽,不黏膩,好吸收,	https://pic.pimg.tw/styleme/1448439947-1996141956.png
1777	BOBBI_BROWN_芭比布朗	攜帶式勻臉刷	Face Brush	彩妝工具,		https://pic.pimg.tw/styleme/1448440342-3474049747.jpg
1780	BOBBI_BROWN_芭比布朗	繽紛唇頰霜	Pot Rouge	唇彩唇蜜,	保濕,潤色,光澤,透亮,服貼,珠光,打亮,色彩飽和,	https://pic.pimg.tw/styleme/1448440574-1936701570.jpg
1783	BOBBI_BROWN_芭比布朗	漾香腮紅	Blush	腮紅修容,	光澤,透亮,珠光,打亮,	https://pic.pimg.tw/styleme/1473133613-1412683484.png
1786	BOBBI_BROWN_芭比布朗	星紗顏彩盤	Shimmer Brick Compact	腮紅修容,	光澤,透亮,珠光,打亮,	https://pic.pimg.tw/styleme/1473133844-2644668980.png
1789	BOBBI_BROWN_芭比布朗	潤采唇膏	Creamy Lip Color	唇膏,	保濕,潤色,光澤,均勻膚色,好上色,好推勻,色彩飽和,	https://pic.pimg.tw/styleme/1448440955-2666908860.jpg
1798	Chantecaille_香緹卡	絲柔蜜粉	Loose Powder	蜜粉,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,	https://pic.pimg.tw/styleme/1448608252-1811899799.png
1801	Chantecaille_香緹卡	清透粉餅	Compact Makeup	粉餅,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,防曬,	https://pic.pimg.tw/styleme/1448965975-2529461219.png
1804	Chantecaille_香緹卡	鑽石級遮瑕膏	Bio Lift Concealer	遮瑕,	均勻膚色,長效持妝,服貼,遮瑕,	https://pic.pimg.tw/styleme/1448608516-1412128863.png
1807	Chantecaille_香緹卡	五月玫瑰花妍露	Pure Rosewater	化妝水,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,抗氧化,香氛,	https://pic.pimg.tw/styleme/1448608899-2639222105.png
1810	Chantecaille_香緹卡	花妍深層淨化面膜	Detox Clay Mask	清潔面膜,	清潔,去角質,深層清潔,收斂毛孔,細緻毛孔,	https://pic.pimg.tw/styleme/1448609049-1011280302.png
1813	CHIC_CHOC_奇可俏可	Baby Touch水凝粉霜	Creamy Foundation	粉霜,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,	https://pic.pimg.tw/styleme/1448609904-3997808864.jpg
1816	CHIC_CHOC_奇可俏可	柔光粉凝露	Liquid Foundation N	粉底液,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,	https://pic.pimg.tw/styleme/1448610082-905684349.jpg
1819	CHIC_CHOC_奇可俏可	柔光粉餅	Powder Foundation	粉餅,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,防曬,	https://pic.pimg.tw/styleme/1448610156-2533409009.jpg
1822	CHIC_CHOC_奇可俏可	小惡魔頰彩(W)	Powder Cheeks	腮紅修容,	光澤,透亮,服貼,	https://pic.pimg.tw/styleme/1448610262-476756759.jpg
1825	CHIC_CHOC_奇可俏可	水感頰彩凍	Water Gel Cheeks	腮紅修容,	光澤,滋潤,	https://pic.pimg.tw/styleme/1448610381-113372153.jpg
1828	Whoo_后	重生秘帖	Ja Saeng Essence	精華液,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,抗氧化,香氛,	https://pic.pimg.tw/styleme/1448615774-1910780425.png
1831	Whoo_后	秘帖循環精華	Soon Hwan Essence	精華液,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,抗氧化,香氛,	https://pic.pimg.tw/styleme/1448616193-499897484.png
1834		水漾玫瑰女性淡香水	L’eau De Chloe			https://pic.pimg.tw/styleme/1448878833-2533143399.jpg
1837		Chloe玫瑰女性淡香精	Roses De Chloe			https://pic.pimg.tw/styleme/1448879016-1182884067.jpg
1840		See by Chloe女性淡香精	See by Chloe			https://pic.pimg.tw/styleme/1448879980-1828620945.jpg
1843	YSL_聖羅蘭	超模聚焦光感粉餅 SPF35/PA+++	Le Teint Touche Eclat Recharge SPF35 PA+++	粉餅,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,防曬,	https://pic.pimg.tw/styleme/1448880200-564967558.png
1846		愛在Chloe花漾淡香水	Love, Chloe			https://pic.pimg.tw/styleme/1448880130-3951618607.jpg
1849		Chloe Shirley香膏項鍊	Chlo_	女性香氛,		https://pic.pimg.tw/styleme/1448880323-2170977890.png
1852	YSL_聖羅蘭	奢華緞面鏡光唇釉	Rouge Pur Couture Vernis A Levres Glossy Stain	唇彩唇蜜,	保濕,潤色,光澤,均勻膚色,好上色,好推勻,色彩飽和,	https://pic.pimg.tw/styleme/1448881053-2184468631.jpg
1858	YSL_聖羅蘭	超模聚焦光感妝前乳	Touche Eclat Blur Primer	妝前打底,	潤色,修正膚色,修飾毛孔,光澤,透亮,均勻膚色,服貼,防曬,	https://pic.pimg.tw/styleme/1448882100-1181798298.png
1861	Clarisonic_科萊麗	毛孔飛縮洗面露	Deep Pore Daily Cleanser	洗顏產品,	清潔,改善粉刺,細緻毛孔,清爽,不黏膩,	https://pic.pimg.tw/styleme/1448968151-923829047.jpg
1864	Clarisonic_科萊麗	Radiance音波亮白潔面乳	Skim Illuminating Cleanser	洗顏產品,	清潔,美白,透亮,清爽,不黏膩,	https://pic.pimg.tw/styleme/1448968446-472650493.jpg
1867	Clarisonic_科萊麗	Radiance音波亮白保濕晶露	Radiance Skin Renewing Essence Boost	化妝水,	保濕,滋潤,美白,透亮,均勻膚色,淡斑,提升光澤,	https://pic.pimg.tw/styleme/1448968519-1798818744.jpg
1870	Clarisonic_科萊麗	Radiance音波亮白淡斑精華		精華液,	保濕,滋潤,美白,透亮,均勻膚色,淡斑,提升光澤,	https://pic.pimg.tw/styleme/1448968636-593687836.jpg
1873	Clarisonic_科萊麗	Radiance音波亮白刷頭	Radiance Brush Head	保養工具,		https://pic.pimg.tw/styleme/1448968738-2814413220.jpg
1876	Clarins_克蘭詩	煥顏緊緻晚霜	Extra-Firming Night	乳霜,	保濕,滋潤,抗老,緊實,拉提,修護,改善細紋,抗氧化,	https://pic.pimg.tw/styleme/1449051869-1942975309.png
1879	Clarins_克蘭詩	煥顏緊緻眼霜	Extra-Firming Eye	眼部保養,	保濕,滋潤,抗老,緊實,拉提,修護,改善細紋,抗氧化,	https://pic.pimg.tw/styleme/1449052031-273055154.jpg
1882	Clarins_克蘭詩	呼拉小腹霜	Super Ristorative Redefining Body Care	勻體緊實產品,	保濕,滋潤,改善紋路,緊實,	https://pic.pimg.tw/styleme/1449052194-2855798708.png
1885	Clarins_克蘭詩	肌鏡光美白精華液	Intensive Brightening Serum	精華液,	保濕,滋潤,美白,透亮,均勻膚色,淡斑,提升光澤,	https://pic.pimg.tw/styleme/1449052748-1997647388.png
1888	THE_BODY_SHOP_美體小舖	煥顏金萃精華油	Oils Of Life Intensely Revitalising Facial Oil	精華油,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,抗氧化,香氛,	https://pic.pimg.tw/styleme/1449056684-714906108.png
1891	THE_BODY_SHOP_美體小舖	煥顏金萃滲透液	Oils Of Life Essence Lotion	化妝水,精華油,	保濕,滋潤,修護,改善細紋,抗氧化,	https://pic.pimg.tw/styleme/1449057083-1731752937.png
1894	THE_BODY_SHOP_美體小舖	日本SPA山茶花鎖水美膚霜	Spa Of The World:Japaness Camellia Cream	身體保養,	保濕,滋潤,改善紋路,緊實,	https://pic.pimg.tw/styleme/1449057572-528194137.png
1897	THE_BODY_SHOP_美體小舖	茶樹精油	Tea Three Oil	精華油,	收斂毛孔,控油,抗痘,改善粉刺,細緻毛孔,舒緩,	https://pic.pimg.tw/styleme/1488907526-2060096205.png
1900	THE_BODY_SHOP_美體小舖	夏威夷SPA堅果油修護美膚霜	Spa Of The World:Hawaiian Kukui Cream	身體保養,	保濕,滋潤,改善紋路,緊實,	https://pic.pimg.tw/styleme/1449058417-1434446303.png
1903	Sulwhasoo_雪花秀	透潤親膚妝前平衡乳SPF25/PA++	Makeup Balancer	妝前打底,	控油,修飾毛孔,長效持妝,服貼,防曬,	https://pic.pimg.tw/styleme/1449137252-437626692.png
1909	CLINIQUE_倩碧	音波淨膚儀	Sonic System Purifying Cleansing Brush	保養工具,		https://pic.pimg.tw/styleme/1449137997-1956495262.jpg
1912	CLINIQUE_倩碧	抗菌洗刷水	Makeup Brush Cleanser	彩妝工具,		https://pic.pimg.tw/styleme/1449138296-3199344296.jpg
1915	CLINIQUE_倩碧	溫和型洗面膠	Liquid Facial Soap	洗顏產品,	清潔,清爽,不黏膩,	https://pic.pimg.tw/styleme/1449138495-2124396909.jpg
1918	CLINIQUE_倩碧	水磁場保濕精華霜	Moisture Surge Intense	乳霜,	保濕,滋潤,	https://pic.pimg.tw/styleme/1449138743-2143743411.jpg
1921	CLINIQUE_倩碧	溫和型卸妝慕絲	Rinse-Off Foaming Cleanser	卸妝產品,	卸妝,清潔,不黏膩,	https://pic.pimg.tw/styleme/1449138906-477829935.jpg
1924	SOFINA_蘇菲娜	輕透裸膚長效粉餅SPF25/PA++	Powder Foundation UV (Long Keep)	粉餅,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,防曬,	https://pic.pimg.tw/styleme/1449138832-2281142127.png
1927	SOFINA_蘇菲娜	Primavista完美保濕粉餅 SPF15/PA++	Primavista Perfect Powder Foundation	粉餅,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,防曬,	https://pic.pimg.tw/styleme/1449194171-2465033728.png
1930	cle_de_peau_beaute_肌膚之鑰	激光鑽白菁萃	Brightening Serum Supreme	精華液,	保濕,滋潤,美白,透亮,均勻膚色,淡斑,提升光澤,	https://pic.pimg.tw/styleme/1449463593-525390826.jpg
1933	cle_de_peau_beaute_肌膚之鑰	無齡透白防曬乳SPF50.PA+++	UV Protection Cram	防曬隔離,	均勻膚色,防曬,潤色,	https://pic.pimg.tw/styleme/1464865893-12000299.jpg
1936	cle_de_peau_beaute_肌膚之鑰	裸肌光漾粉凝露 SPF25 PA++		粉底液,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,防曬,	https://pic.pimg.tw/styleme/1449464994-165188379.jpg
1939	cle_de_peau_beaute_肌膚之鑰	無瑕妝前凝露 SPF34 PA++	Sheer Fluid Veil	妝前打底,	修飾毛孔,長效持妝,服貼,防曬,	https://pic.pimg.tw/styleme/1449465279-2723582454.png
1942	cle_de_peau_beaute_肌膚之鑰	無瑕妝前凝霜 SPF25 PA++	Correcting Cream Veil	妝前打底,	修飾毛孔,長效持妝,服貼,防曬,	https://pic.pimg.tw/styleme/1449465441-1725347476.jpg
1945	cle_de_peau_beaute_肌膚之鑰	裸紗光采粉餅SPF22/PA++	Radiant Powder Foundation spf 22	粉餅,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,防曬,	https://pic.pimg.tw/styleme/1459928673-3677729156.jpg
1948	Crabtree_&_Evelyn_瑰珀翠	薔薇護手霜		手部保養,	保濕,滋潤,溫和低刺激,舒緩,香氛,清爽,	https://pic.pimg.tw/styleme/1449468504-3092470507.jpg
1951	Crabtree_&_Evelyn_瑰珀翠	園藝大師護手霜	Gardeners Ultra-Moisturising Hand Therapy	手部保養,	保濕,滋潤,溫和低刺激,舒緩,香氛,清爽,	https://pic.pimg.tw/styleme/1449468771-1719071517.jpg
1954	Crabtree_&_Evelyn_瑰珀翠	薰衣草護手霜	Lavender Ultra-Moisturising Hand Therapy	手部保養,	保濕,滋潤,溫和低刺激,舒緩,香氛,清爽,	https://pic.pimg.tw/styleme/1449469141-949773854.jpg
1957	Crabtree_&_Evelyn_瑰珀翠	噴泉SPA護手霜	La-Source Ultra-Moisturising Hand Therapy	手部保養,	保濕,滋潤,溫和低刺激,舒緩,香氛,清爽,	https://pic.pimg.tw/styleme/1449469296-980560210.jpg
1960	Crabtree_&_Evelyn_瑰珀翠	馬鞭草護手霜	Verbena And Lavender Ultra-Moisturising Hand Therapy	手部保養,	保濕,滋潤,溫和低刺激,舒緩,香氛,清爽,	https://pic.pimg.tw/styleme/1449469421-217682207.jpg
1963	SK-II	超肌能光潤無瑕緊顏粉凝霜SPF30/PA+++	Clear Beauty  Enamel Radiant Compact & Brush Set	粉霜,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,	https://pic.pimg.tw/styleme/1449468788-2926189683.png
1966	DARPHIN_朵法	百妍極緻舒芙蕾芳香精露	8-Flower Nectar Oil Cream	乳霜,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,抗氧化,香氛,	https://pic.pimg.tw/styleme/1449635680-119849118.jpg
1969	DARPHIN_朵法	花梨木按摩潔面膏	Aromatic Cleansing Balm with Rosewood	卸妝產品,	卸妝,清潔,舒緩,香氛,不黏膩,	https://pic.pimg.tw/styleme/1449635831-3796739600.png
1972	DARPHIN_朵法	百妍極緻芳香精露	8-Flower Nectar Aromatic Care	精華油,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,抗氧化,香氛,	https://pic.pimg.tw/styleme/1488977678-1766244826.png
1975	DARPHIN_朵法	隨心所欲亮澤芳香精露		精華油,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,抗氧化,香氛,	https://pic.pimg.tw/styleme/1449636309-1117849066.jpg
1978	DARPHIN_朵法	茉莉芳香精露	Jasmine Aromatic Care	精華油,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,抗氧化,香氛,	https://pic.pimg.tw/styleme/1449657778-1537050681.jpg
1981	DECORTE_黛珂	超微脂修護源露	LIPOSOME Treatment Liquid	化妝水,	保濕,滋潤,修護,改善細紋,抗氧化,	https://pic.pimg.tw/styleme/1452659547-2359929350.png
1984	DECORTE_黛珂		AQMW Cleansing Milk	卸妝產品,	卸妝,清潔,不黏膩,	https://pic.pimg.tw/styleme/1449806889-1114198712.png
1987	DECORTE_黛珂	全效修護露	AQMW Repair Lotion	化妝水,	保濕,滋潤,抗老,緊實,拉提,修護,改善細紋,抗氧化,	https://pic.pimg.tw/styleme/1449807263-499592531.png
1990	DECORTE_黛珂	全效修護精華	Repair Serum	精華液,	保濕,滋潤,抗老,緊實,拉提,修護,改善細紋,抗氧化,	https://pic.pimg.tw/styleme/1449807916-1928727541.png
1993	DECORTE_黛珂	保濕賦活眼霜	Moisture Liposome Eye Cream	眼部保養,	保濕,滋潤,抗老,緊實,拉提,修護,改善細紋,抗氧化,	https://pic.pimg.tw/styleme/1449808130-2012253592.jpg
1996	SK-II	R.N.A.超肌能緊緻活膚霜	R.N.A Power Radical New Age	乳霜,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,細緻毛孔,平滑膚觸,抗氧化,清爽,	https://pic.pimg.tw/styleme/1450000455-1245124556.png
1999	SK-II	R.N.A.超肌能緊緻彈力精萃	R.N.A.Power Radical New Age Essence	精華液,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,抗氧化,	https://pic.pimg.tw/styleme/1450000551-3232283461.png
2002	SK-II	青春修護精萃油	Facial Treatment Oil	精華油,	保濕,滋潤,抗老,緊實,拉提,修護,改善細紋,抗氧化,	https://pic.pimg.tw/styleme/1450001884-584772395.png
2005	SK-II	亮采化妝水	Facial Treatment Clear Lotion	化妝水,	清潔,清爽,不黏膩,	https://pic.pimg.tw/styleme/1450002263-1542155017.png
2008	sisley_希思黎	抗皺活膚抗皺精華		精華液,	保濕,滋潤,抗老,緊實,拉提,抗皺,修護,改善細紋,平滑膚觸,抗氧化,	https://pic.pimg.tw/styleme/1450060843-2086606315.png
2011	sisley_希思黎	瞬間保濕緊膚面膜	Express Flower Gel Hydrating & Toning Mask	保養面膜,	保濕,滋潤,抗老,緊實,拉提,修護,改善細紋,抗氧化,	https://pic.pimg.tw/styleme/1450060692-386811774.png
2014	sisley_希思黎	聚水賦活精華	Hydra-Global	精華液,	保濕,滋潤,抗老,緊實,拉提,修護,改善細紋,抗氧化,	https://pic.pimg.tw/styleme/1450060648-857722920.png
2017	sisley_希思黎	全能防禦精華	All Day All Year	精華液,	保濕,滋潤,抗老,緊實,拉提,修護,改善細紋,抗氧化,	https://pic.pimg.tw/styleme/1450060923-2223212945.png
2020	sisley_希思黎	修護面霜	Restorative Facial Cream	乳霜,	保濕,滋潤,抗老,緊實,拉提,修護,改善細紋,抗氧化,	https://pic.pimg.tw/styleme/1480569693-3768439558.png
2023	shu_uemura_植村秀	鈴蘭草保濕卸妝凝凍	Oleo Moist	卸妝產品,	卸妝,清潔,不黏膩,	https://pic.pimg.tw/styleme/1450007349-3033915828.png
2026	shu_uemura_植村秀	無色限寶石光唇膏	Rouge Unlimited Sheer Shine	唇膏,	保濕,潤色,光澤,均勻膚色,好上色,好推勻,色彩飽和,	https://pic.pimg.tw/styleme/1450008312-3156663943.png
2029	shu_uemura_植村秀	自動武士刀眉筆	Brow:Sword C Walnut Brown	眉彩,	顯色,好上色,好推勻,防水,防油,	https://pic.pimg.tw/styleme/1450008636-2380309376.png
2032	shu_uemura_植村秀	鑽石光蜜粉	The Lightbulb Face Powder	蜜粉,	光澤,透亮,珠光,打亮,	https://pic.pimg.tw/styleme/1450016212-1051389642.png
2035	shu_uemura_植村秀	全能奇蹟金萃精華	Ultimate8 Oil Essence	精華油,	保濕,滋潤,抗老,緊實,拉提,修護,改善細紋,提升光澤,抗氧化,	https://pic.pimg.tw/styleme/1450015322-1712645589.png
2044	SHISEIDO_資生堂	資生堂紅妍肌活潤眼修護露	Ultimune Power Infusing Eye Concentrate	眼部保養,	保濕,滋潤,抗老,緊實,拉提,修護,改善細紋,抗氧化,	https://pic.pimg.tw/styleme/1461588354-1118261371.png
2047	SHISEIDO_資生堂	時空琉璃御藏高亮采粉霜 SPF15	Future Solution LX Total Radiance Foundation	粉霜,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,防曬,	https://pic.pimg.tw/styleme/1450017774-236160109.jpg
2050	SHISEIDO_資生堂	時尚色繪尚質晶漾眼采霜	Shimmering Cream Eye Color Cream	眼影,	均勻膚色,長效持妝,好上色,好推勻,色彩飽和,	https://pic.pimg.tw/styleme/1450018031-1161904771.jpg
2053	SHISEIDO_資生堂	時尚色繪尚質光采粉蜜SPF15	Synchro Skin Sheer And Perfect Foundation Teint Naturel Perfectur SPF15	粉底液,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,	https://pic.pimg.tw/styleme/1450018424-667217442.jpg
2056	SHISEIDO_資生堂	時尚色繪尚質唇膏	GINZA TOKYO Perfect Rouge	唇膏,	保濕,潤色,光澤,均勻膚色,好上色,好推勻,色彩飽和,	https://pic.pimg.tw/styleme/1450019062-1925617102.jpg
2059	SHISEIDO_資生堂	尚質瓷釉蜜唇膏	Lacquer Rouge	唇彩唇蜜,	保濕,光澤,好上色,好推勻,色彩飽和,	https://pic.pimg.tw/styleme/1450019353-1308115382.jpg
2062	Dior_迪奧	Miss Dior 淡香水	Miss Dior	女性香氛,		https://pic.pimg.tw/styleme/1450092930-1717385843.jpg
2065	Dior_迪奧	舞台柔光筆	Flash Luminizer Radiance Booster Pen	遮瑕,	修正膚色,修飾毛孔,光澤,遮瑕,打亮,	https://pic.pimg.tw/styleme/1471425289-1383433671.png
2068	Dior_迪奧	超級夢幻美肌萃	Dream Skin Global Age-Defying Skincare Perfect Skin Creator	精華液,	保濕,滋潤,透亮,均勻膚色,提升光澤,	https://pic.pimg.tw/styleme/1483365722-3342564937.png
2071	Dior_迪奧	防水輕柔眼線筆	Crayon Eyeliner Waterproof	眼線,	好上色,色彩飽和,防水,防油,抗暈染,	https://pic.pimg.tw/styleme/1450175829-2737517750.jpg
2074	Dior_迪奧	亮妍腮紅盤	Diorblush	腮紅修容,	光澤,透亮,珠光,打亮,	https://pic.pimg.tw/styleme/1450175983-653246133.jpg
2077	Elizabeth_Arden_伊麗莎白雅頓	八小時潤澤霜	Eight Hour Cream Skin Protectant	乳霜,	保濕,滋潤,抗老,緊實,拉提,修護,改善細紋,抗氧化,	https://pic.pimg.tw/styleme/1450429738-4155632439.png
2080	Elizabeth_Arden_伊麗莎白雅頓	八小時潤澤護唇膏SPF15	Eight Hou Cream Lip Protectant Stick SPF 15	唇部保養,	保濕,滋潤,修護,防曬,	https://pic.pimg.tw/styleme/1460822143-307870829.png
2083	Elizabeth_Arden_伊麗莎白雅頓	八小時晚安神奇保濕霜	Eight Hour Cream Skin Protectant Nighttime Miracle Moisturizer	乳霜,	保濕,滋潤,抗老,緊實,拉提,修護,改善細紋,提升光澤,抗氧化,	https://pic.pimg.tw/styleme/1450430019-148144439.jpg
2086	Elizabeth_Arden_伊麗莎白雅頓	八小時輕感平衡油	Eight Hour Eight Hour Cream All-Over Miracle Oil	精華油,	保濕,滋潤,抗老,緊實,拉提,修護,改善細紋,提升光澤,抗氧化,	https://pic.pimg.tw/styleme/1451459608-2652025945.jpg
2089	Elizabeth_Arden_伊麗莎白雅頓	八小時密集修護唇霜	Eight Hou Cream Intensive Lip Repair Balm	唇部保養,	保濕,滋潤,修護,	https://pic.pimg.tw/styleme/1450430273-2045255583.png
2092	ERNO_LASZLO_奧倫納素	逆齡奇蹟 死海礦泥皂	Sea Mud Deep Cleansing Bar	洗顏產品,	清潔,修護,溫和低刺激,不黏膩,	https://pic.pimg.tw/styleme/1450864859-4053334036.jpg
2095	ERNO_LASZLO_奧倫納素	逆齡奇蹟 平衡滋養皂	Phelityl Cleansing Bar	洗顏產品,	清潔,溫和低刺激,不黏膩,	https://pic.pimg.tw/styleme/1450865002-3611844197.jpg
2098	ERNO_LASZLO_奧倫納素	逆齡奇蹟 平衡淨膚皂	Oil Control Cleansing Bar	洗顏產品,	清潔,控油,細緻毛孔,溫和低刺激,不黏膩,	https://pic.pimg.tw/styleme/1450865111-1428507914.jpg
2101	ERNO_LASZLO_奧倫納素	逆齡奇蹟 藍藻緊緻皂	Firmarine Face Bar	洗顏產品,	清潔,溫和低刺激,不黏膩,	https://pic.pimg.tw/styleme/1450865516-4053025494.jpg
2104	ERNO_LASZLO_奧倫納素	PH前導潔顏精露	Phelityl Pre-Cleansing Oil	洗顏產品,	清潔,溫和低刺激,不黏膩,	https://pic.pimg.tw/styleme/1450865669-822425696.jpg
2107	RMK	經典誘色口紅（潤采）	Irresistible Glow Lips	唇膏,	保濕,潤色,光澤,均勻膚色,好上色,好推勻,色彩飽和,	https://pic.pimg.tw/styleme/1450941833-3878986936.png
2110	RMK	經典誘色口紅（亮采）	Irresistible Bright Lips	唇膏,	保濕,潤色,光澤,均勻膚色,好上色,好推勻,色彩飽和,	https://pic.pimg.tw/styleme/1450941685-170769588.png
2113	RMK	誘光水感唇蜜		唇彩唇蜜,	保濕,潤色,光澤,均勻膚色,好上色,好推勻,色彩飽和,	https://pic.pimg.tw/styleme/1450942062-162692234.png
2116	RMK	水凝光采粉霜	Creamy Foundation N	粉霜,	潤色,修正膚色,修飾毛孔,均勻膚色,服貼,	https://pic.pimg.tw/styleme/1450943023-2715018247.png
